name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
Hellboy II: the Golden Army,PG-13,Action,2008,"July 11, 2008 (United States)",7.0,260000.0,Guillermo del Toro,Guillermo del Toro,Ron Perlman,United States,85000000.0,168319243.0,Universal Pictures,120.0
Marley & Me,PG,Comedy,2008,"December 25, 2008 (United States)",7.1,150000.0,David Frankel,Scott Frank,Owen Wilson,United States,60000000.0,255743093.0,Fox 2000 Pictures,115.0
Max Payne,PG-13,Action,2008,"October 17, 2008 (United States)",5.3,123000.0,John Moore,Beau Thorne,Mark Wahlberg,United States,35000000.0,87066930.0,Abandon Entertainment,100.0
The Day the Earth Stood Still,PG-13,Drama,2008,"December 12, 2008 (United States)",5.5,165000.0,Scott Derrickson,David Scarpa,Keanu Reeves,United States,80000000.0,233093859.0,Twentieth Century Fox,104.0
Milk,R,Biography,2008,"January 30, 2009 (United States)",7.5,167000.0,Gus Van Sant,Dustin Lance Black,Sean Penn,United States,20000000.0,54589558.0,Focus Features,128.0
Madagascar: Escape 2 Africa,PG,Animation,2008,"November 7, 2008 (United States)",6.6,211000.0,Eric Darnell,Etan Cohen,Ben Stiller,United States,150000000.0,603900354.0,DreamWorks Animation,89.0
Saw V,R,Crime,2008,"October 24, 2008 (United States)",5.8,118000.0,David Hackl,Patrick Melton,Scott Patterson,Canada,10800000.0,113864059.0,Twisted Pictures,92.0
Horton Hears a Who!,G,Animation,2008,"March 14, 2008 (United States)",6.8,132000.0,Jimmy Hayward,Cinco Paul,Jim Carrey,United States,85000000.0,298572799.0,Blue Sky Studios,86.0
Doubt,PG-13,Drama,2008,"December 25, 2008 (United States)",7.5,124000.0,John Patrick Shanley,John Patrick Shanley,Meryl Streep,United States,20000000.0,51699984.0,Goodspeed Productions,104.0
"10,000 BC",PG-13,Action,2008,"March 7, 2008 (United States)",5.1,127000.0,Roland Emmerich,Roland Emmerich,Camilla Belle,United States,105000000.0,269784201.0,Warner Bros.,109.0
What Happens in Vegas,PG-13,Comedy,2008,"May 9, 2008 (United States)",6.1,168000.0,Tom Vaughan,Dana Fox,Cameron Diaz,United States,35000000.0,219375562.0,Twentieth Century Fox,99.0
Vantage Point,PG-13,Action,2008,"February 22, 2008 (United States)",6.6,146000.0,Pete Travis,Barry L. Levy,Dennis Quaid,United States,40000000.0,152039882.0,Columbia Pictures,90.0
Transporter 3,PG-13,Action,2008,"November 26, 2008 (United States)",6.1,160000.0,Olivier Megaton,Luc Besson,Jason Statham,France,30000000.0,108979549.0,EuropaCorp,104.0
Meet the Spartans,PG-13,Comedy,2008,"January 25, 2008 (United States)",2.8,103000.0,Jason Friedberg,Jason Friedberg,Sean Maguire,United States,30000000.0,85897593.0,New Regency Productions,87.0
Mirrors,R,Horror,2008,"August 15, 2008 (United States)",6.1,104000.0,Alexandre Aja,Alexandre Aja,Kiefer Sutherland,United States,35000000.0,78094714.0,New Regency Productions,110.0
Harold & Kumar Escape from Guantanamo Bay,R,Adventure,2008,"April 25, 2008 (United States)",6.6,132000.0,Jon Hurwitz,Jon Hurwitz,John Cho,United States,12000000.0,43495888.0,New Line Cinema,114.0
Frost/Nixon,R,Biography,2008,"January 23, 2009 (United States)",7.7,105000.0,Ron Howard,Peter Morgan,Frank Langella,United Kingdom,25000000.0,27426335.0,Universal Pictures,122.0
Inglourious Basterds,R,Adventure,2009,"August 21, 2009 (United States)",8.3,1300000.0,Quentin Tarantino,Quentin Tarantino,Brad Pitt,United States,70000000.0,321457747.0,Universal Pictures,153.0
Star Trek,PG-13,Action,2009,"May 8, 2009 (United States)",7.9,585000.0,J.J. Abrams,Roberto Orci,Chris Pine,United States,150000000.0,385680446.0,Paramount Pictures,127.0
Avatar,PG-13,Action,2009,"December 18, 2009 (United States)",7.8,1100000.0,James Cameron,James Cameron,Sam Worthington,United States,237000000.0,2847246203.0,Twentieth Century Fox,162.0
Jennifer's Body,R,Comedy,2009,"September 18, 2009 (United States)",5.3,121000.0,Karyn Kusama,Diablo Cody,Megan Fox,United States,16000000.0,31556061.0,Fox Atomic,102.0
Watchmen,R,Action,2009,"March 6, 2009 (United States)",7.6,520000.0,Zack Snyder,David Hayter,Jackie Earle Haley,United States,130000000.0,185382813.0,Warner Bros.,162.0
Fast & Furious,PG-13,Action,2009,"April 3, 2009 (United States)",6.6,271000.0,Justin Lin,Chris Morgan,Vin Diesel,United States,85000000.0,360366870.0,Universal Pictures,107.0
G.I. Joe: The Rise of Cobra,PG-13,Action,2009,"August 7, 2009 (United States)",5.8,202000.0,Stephen Sommers,Stuart Beattie,Dennis Quaid,United States,175000000.0,302469017.0,Paramount Pictures,118.0
The Hangover,R,Comedy,2009,"June 5, 2009 (United States)",7.7,733000.0,Todd Phillips,Jon Lucas,Zach Galifianakis,United States,35000000.0,469310836.0,Warner Bros.,100.0
Harry Potter and the Half-Blood Prince,PG,Action,2009,"July 15, 2009 (United States)",7.6,492000.0,David Yates,Steve Kloves,Daniel Radcliffe,United Kingdom,250000000.0,934454096.0,Warner Bros.,153.0
He's Just Not That Into You,PG-13,Comedy,2009,"February 6, 2009 (United States)",6.4,165000.0,Ken Kwapis,Abby Kohn,Ginnifer Goodwin,Germany,40000000.0,178866158.0,New Line Cinema,129.0
2012,PG-13,Action,2009,"November 13, 2009 (United States)",5.8,360000.0,Roland Emmerich,Roland Emmerich,John Cusack,United States,200000000.0,791217826.0,Columbia Pictures,158.0
The Lovely Bones,PG-13,Drama,2009,"January 15, 2010 (United States)",6.7,162000.0,Peter Jackson,Fran Walsh,Rachel Weisz,United States,65000000.0,93621340.0,Dreamworks Pictures,135.0
State of Play,PG-13,Crime,2009,"April 17, 2009 (United States)",7.1,145000.0,Kevin Macdonald,Matthew Michael Carnahan,Russell Crowe,United States,,87812371.0,Universal Pictures,127.0
Zombieland,R,Adventure,2009,"October 2, 2009 (United States)",7.6,534000.0,Ruben Fleischer,Rhett Reese,Jesse Eisenberg,United States,23600000.0,102392080.0,Columbia Pictures,88.0
500 Days of Summer,PG-13,Comedy,2009,"August 7, 2009 (United States)",7.7,483000.0,Marc Webb,Scott Neustadter,Zooey Deschanel,United States,7500000.0,60800444.0,Fox Searchlight Pictures,95.0
Sherlock Holmes,PG-13,Action,2009,"December 25, 2009 (United States)",7.6,596000.0,Guy Ritchie,Michael Robert Johnson,Robert Downey Jr.,United States,90000000.0,524028679.0,Warner Bros.,128.0
District 9,R,Action,2009,"August 14, 2009 (United States)",7.9,648000.0,Neill Blomkamp,Neill Blomkamp,Sharlto Copley,South Africa,30000000.0,210888950.0,TriStar Pictures,112.0
The Blind Side,PG-13,Biography,2009,"November 20, 2009 (United States)",7.6,303000.0,John Lee Hancock,John Lee Hancock,Quinton Aaron,United States,29000000.0,309208309.0,Alcon Entertainment,129.0
Up,PG,Animation,2009,"May 29, 2009 (United States)",8.2,962000.0,Pete Docter,Pete Docter,Edward Asner,United States,175000000.0,735099102.0,Pixar Animation Studios,96.0
X-Men Origins: Wolverine,PG-13,Action,2009,"May 1, 2009 (United States)",6.6,477000.0,Gavin Hood,David Benioff,Hugh Jackman,United States,150000000.0,373062864.0,Twentieth Century Fox,107.0
Fantastic Mr. Fox,PG,Animation,2009,"November 25, 2009 (United States)",7.9,208000.0,Wes Anderson,Roald Dahl,George Clooney,United States,40000000.0,46474181.0,Twentieth Century Fox,87.0
Brothers,R,Action,2009,"December 4, 2009 (United States)",7.1,115000.0,Jim Sheridan,David Benioff,Jake Gyllenhaal,United States,26000000.0,43474578.0,Lionsgate,105.0
Orphan,R,Horror,2009,"July 24, 2009 (United States)",7.0,199000.0,Jaume Collet-Serra,David Leslie Johnson-McGoldrick,Vera Farmiga,United States,,77912251.0,Dark Castle Entertainment,123.0
3 Idiots,PG-13,Comedy,2009,"December 25, 2009 (India)",8.4,361000.0,Rajkumar Hirani,Rajkumar Hirani,Aamir Khan,India,,60262836.0,Vinod Chopra Productions,170.0
Transformers: Revenge of the Fallen,PG-13,Action,2009,"June 24, 2009 (United States)",6.0,390000.0,Michael Bay,Ehren Kruger,Shia LaBeouf,United States,200000000.0,836303693.0,Dreamworks Pictures,149.0
Up in the Air,R,Comedy,2009,"December 23, 2009 (United States)",7.4,324000.0,Jason Reitman,Walter Kirn,George Clooney,United States,25000000.0,166842739.0,Paramount Pictures,109.0
The Twilight Saga: New Moon,PG-13,Adventure,2009,"November 20, 2009 (United States)",4.7,271000.0,Chris Weitz,Melissa Rosenberg,Kristen Stewart,United States,50000000.0,711025481.0,Temple Hill Entertainment,130.0
Antichrist,Not Rated,Drama,2009,"May 20, 2009 (Denmark)",6.6,119000.0,Lars von Trier,Lars von Trier,Willem Dafoe,Denmark,11000000.0,7413863.0,Zentropa Entertainments,108.0
The Princess and the Frog,G,Animation,2009,"December 11, 2009 (United States)",7.1,130000.0,Ron Clements,Ron Clements,Anika Noni Rose,United States,105000000.0,267045765.0,Walt Disney Animation Studios,97.0
Terminator Salvation,PG-13,Action,2009,"May 21, 2009 (United States)",6.5,348000.0,McG,John Brancato,Christian Bale,United States,200000000.0,371353001.0,The Halcyon Company,115.0
Coraline,PG,Animation,2009,"February 6, 2009 (United States)",7.7,204000.0,Henry Selick,Henry Selick,Dakota Fanning,United States,60000000.0,124596837.0,Focus Features,100.0
Moon,R,Drama,2009,"July 10, 2009 (United States)",7.8,342000.0,Duncan Jones,Duncan Jones,Sam Rockwell,United Kingdom,5000000.0,9760107.0,Sony Pictures Classics,97.0
"I Love You, Man",R,Comedy,2009,"March 20, 2009 (United States)",7.0,197000.0,John Hamburg,John Hamburg,Paul Rudd,United States,40000000.0,91980359.0,Dreamworks Pictures,105.0
Public Enemies,R,Biography,2009,"July 1, 2009 (United States)",7.0,287000.0,Michael Mann,Ronan Bennett,Christian Bale,United States,100000000.0,214104620.0,Universal Pictures,140.0
Law Abiding Citizen,R,Action,2009,"October 16, 2009 (United States)",7.4,279000.0,F. Gary Gray,Kurt Wimmer,Gerard Butler,United States,50000000.0,127944208.0,G-BASE,109.0
The Proposal,PG-13,Comedy,2009,"June 19, 2009 (United States)",6.7,303000.0,Anne Fletcher,Peter Chiarelli,Sandra Bullock,United States,40000000.0,317375031.0,Touchstone Pictures,108.0
Mr. Nobody,R,Drama,2009,"September 26, 2013 (United States)",7.8,222000.0,Jaco Van Dormael,Jaco Van Dormael,Jared Leto,Belgium,47000000.0,3559160.0,Pan Européenne,141.0
17 Again,PG-13,Comedy,2009,"April 17, 2009 (United States)",6.4,187000.0,Burr Steers,Jason Filardi,Zac Efron,United States,20000000.0,136316880.0,New Line Cinema,102.0
Knowing,PG-13,Action,2009,"March 20, 2009 (United States)",6.2,225000.0,Alex Proyas,Ryne Douglas Pearson,Nicolas Cage,United States,50000000.0,183658498.0,Summit Entertainment,121.0
Angels & Demons,PG-13,Action,2009,"May 15, 2009 (United States)",6.7,280000.0,Ron Howard,David Koepp,Tom Hanks,United States,150000000.0,485930816.0,Columbia Pictures,138.0
The Road,R,Drama,2009,"November 25, 2009 (United States)",7.2,228000.0,John Hillcoat,Joe Penhall,Viggo Mortensen,United States,25000000.0,27639579.0,Dimension Films,111.0
The Secret in Their Eyes,R,Drama,2009,"May 21, 2010 (United States)",8.2,198000.0,Juan José Campanella,Eduardo Sacheri,Ricardo Darín,Argentina,2000000.0,35079650.0,Tornasol Films,129.0
Pandorum,R,Action,2009,"September 25, 2009 (United States)",6.7,146000.0,Christian Alvart,Travis Milloy,Dennis Quaid,Germany,33000000.0,20648328.0,Constantin Film,108.0
Monsters vs. Aliens,PG,Animation,2009,"March 27, 2009 (United States)",6.4,151000.0,Rob Letterman,Maya Forbes,Reese Witherspoon,United States,175000000.0,381509870.0,DreamWorks Animation,94.0
Underworld: Rise of the Lycans,R,Action,2009,"January 23, 2009 (United States)",6.6,154000.0,Patrick Tatopoulos,Danny McBride,Rhona Mitra,United States,35000000.0,92158961.0,Screen Gems,92.0
Couples Retreat,PG-13,Comedy,2009,"October 9, 2009 (United States)",5.5,104000.0,Peter Billingsley,Jon Favreau,Vince Vaughn,United States,70000000.0,171844840.0,Universal Pictures,113.0
Drag Me to Hell,PG-13,Horror,2009,"May 29, 2009 (United States)",6.5,192000.0,Sam Raimi,Sam Raimi,Alison Lohman,United States,30000000.0,90842646.0,Universal Pictures,99.0
The Girl with the Dragon Tattoo,R,Crime,2009,"April 30, 2010 (United States)",7.8,211000.0,Niels Arden Oplev,Nikolaj Arcel,Michael Nyqvist,Sweden,13000000.0,104414200.0,Yellow Bird,152.0
Where the Wild Things Are,PG,Adventure,2009,"October 16, 2009 (United States)",6.7,102000.0,Spike Jonze,Spike Jonze,Max Records,Germany,100000000.0,100140916.0,Warner Bros.,101.0
Gamer,R,Action,2009,"September 4, 2009 (United States)",5.8,131000.0,Mark Neveldine,Mark Neveldine,Gerard Butler,United States,50000000.0,40828540.0,Lionsgate,95.0
The Imaginarium of Doctor Parnassus,PG-13,Adventure,2009,"January 8, 2010 (United States)",6.8,146000.0,Terry Gilliam,Terry Gilliam,Christopher Plummer,United Kingdom,30000000.0,61808775.0,Infinity Features Entertainment,123.0
Night at the Museum: Battle of the Smithsonian,PG,Adventure,2009,"May 22, 2009 (United States)",6.0,183000.0,Shawn Levy,Robert Ben Garant,Ben Stiller,United States,150000000.0,413106170.0,Twentieth Century Fox,105.0
Adventureland,R,Comedy,2009,"April 3, 2009 (United States)",6.8,155000.0,Greg Mottola,Greg Mottola,Jesse Eisenberg,United States,,17164820.0,Miramax,107.0
Precious,R,Drama,2009,"November 20, 2009 (United States)",7.3,107000.0,Lee Daniels,Geoffrey Fletcher,Gabourey Sidibe,United States,10000000.0,63649529.0,Lionsgate,110.0
The Time Traveler's Wife,PG-13,Drama,2009,"August 14, 2009 (United States)",7.1,144000.0,Robert Schwentke,Bruce Joel Rubin,Eric Bana,United States,39000000.0,101344412.0,New Line Cinema,107.0
Cloudy with a Chance of Meatballs,PG,Animation,2009,"September 18, 2009 (United States)",6.9,212000.0,Phil Lord,Phil Lord,Anna Faris,United States,100000000.0,243006126.0,Columbia Pictures,90.0
Invictus,PG-13,Biography,2009,"December 11, 2009 (United States)",7.3,153000.0,Clint Eastwood,Anthony Peckham,Morgan Freeman,United States,60000000.0,122426792.0,Warner Bros.,134.0
The Ugly Truth,R,Comedy,2009,"July 24, 2009 (United States)",6.4,209000.0,Robert Luketic,Nicole Eastman,Katherine Heigl,United States,38000000.0,321682600.0,Columbia Pictures,96.0
The Invention of Lying,PG-13,Comedy,2009,"October 2, 2009 (United States)",6.4,133000.0,Ricky Gervais,Ricky Gervais,Ricky Gervais,United States,18500000.0,32406507.0,Warner Bros.,100.0
A Serious Man,R,Comedy,2009,"November 6, 2009 (United States)",7.1,137000.0,Ethan Coen,Joel Coen,Michael Stuhlbarg,United Kingdom,7000000.0,31430334.0,Focus Features,106.0
The Men Who Stare at Goats,R,Comedy,2009,"November 6, 2009 (United States)",6.2,129000.0,Grant Heslov,Jon Ronson,Ewan McGregor,United States,25000000.0,69095771.0,BBC Films,94.0
A Single Man,R,Drama,2009,"February 5, 2010 (United States)",7.5,108000.0,Tom Ford,Christopher Isherwood,Colin Firth,United States,7000000.0,24964890.0,Fade to Black Productions,99.0
Pirate Radio,R,Comedy,2009,"November 13, 2009 (United States)",7.4,108000.0,Richard Curtis,Richard Curtis,Philip Seymour Hoffman,United Kingdom,50000000.0,36348784.0,Universal Pictures,117.0
The Taking of Pelham 123,R,Action,2009,"June 12, 2009 (United States)",6.4,189000.0,Tony Scott,Brian Helgeland,Denzel Washington,United States,100000000.0,150166126.0,Columbia Pictures,106.0
Daybreakers,R,Action,2009,"January 8, 2010 (United States)",6.4,124000.0,Michael Spierig,Michael Spierig,Ethan Hawke,Australia,20000000.0,51417188.0,Lionsgate,98.0
An Education,PG-13,Drama,2009,"February 5, 2010 (United States)",7.3,131000.0,Lone Scherfig,Lynn Barber,Carey Mulligan,United Kingdom,7500000.0,26096852.0,BBC Films,100.0
Ice Age: Dawn of the Dinosaurs,PG,Animation,2009,"July 1, 2009 (United States)",6.9,230000.0,Carlos Saldanha,Michael Berg,Ray Romano,United States,90000000.0,886686817.0,Twentieth Century Fox Animation,94.0
Crank: High Voltage,R,Action,2009,"April 17, 2009 (United States)",6.2,143000.0,Mark Neveldine,Mark Neveldine,Jason Statham,United States,20000000.0,34572541.0,Lionsgate,96.0
Julie & Julia,PG-13,Biography,2009,"August 7, 2009 (United States)",7.0,111000.0,Nora Ephron,Nora Ephron,Amy Adams,United States,40000000.0,129540522.0,Columbia Pictures,123.0
9,PG-13,Animation,2009,"September 9, 2009 (United States)",7.1,135000.0,Shane Acker,Pamela Pettler,Elijah Wood,United States,30000000.0,48428063.0,Focus Features,79.0
Bride Wars,PG,Comedy,2009,"January 9, 2009 (United States)",5.5,102000.0,Gary Winick,Greg DePaul,Kate Hudson,United States,30000000.0,115375850.0,Fox 2000 Pictures,89.0
Surrogates,PG-13,Action,2009,"September 25, 2009 (United States)",6.3,171000.0,Jonathan Mostow,Michael Ferris,Bruce Willis,United States,80000000.0,122444772.0,Touchstone Pictures,89.0
Funny People,R,Comedy,2009,"July 31, 2009 (United States)",6.3,116000.0,Judd Apatow,Judd Apatow,Adam Sandler,United States,75000000.0,71585235.0,Universal Pictures,146.0
Saw VI,R,Horror,2009,"October 23, 2009 (United States)",6.0,105000.0,Kevin Greutert,Patrick Melton,Tobin Bell,Canada,11000000.0,68234154.0,Twisted Pictures,90.0
Push,PG-13,Action,2009,"February 6, 2009 (United States)",6.1,107000.0,Paul McGuigan,David Bourla,Camilla Belle,United States,38000000.0,48858618.0,Summit Entertainment,111.0
Paul Blart: Mall Cop,PG,Action,2009,"January 16, 2009 (United States)",5.2,105000.0,Steve Carr,Kevin James,Kevin James,United States,26000000.0,183348429.0,Columbia Pictures,91.0
Brüno,R,Comedy,2009,"July 10, 2009 (United States)",5.8,146000.0,Larry Charles,Sacha Baron Cohen,Sacha Baron Cohen,United States,42000000.0,138805831.0,Universal Pictures,81.0
A Christmas Carol,PG,Animation,2009,"November 6, 2009 (United States)",6.8,106000.0,Robert Zemeckis,Charles Dickens,Jim Carrey,United States,200000000.0,325286646.0,Walt Disney Pictures,96.0
Inception,PG-13,Action,2010,"July 16, 2010 (United States)",8.8,2100000.0,Christopher Nolan,Christopher Nolan,Leonardo DiCaprio,United States,160000000.0,836836967.0,Warner Bros.,148.0
Iron Man 2,PG-13,Action,2010,"May 7, 2010 (United States)",7.0,746000.0,Jon Favreau,Justin Theroux,Robert Downey Jr.,United States,200000000.0,623933331.0,Paramount Pictures,124.0
Shutter Island,R,Mystery,2010,"February 19, 2010 (United States)",8.2,1200000.0,Martin Scorsese,Laeta Kalogridis,Leonardo DiCaprio,United States,80000000.0,294805697.0,Paramount Pictures,138.0
Scott Pilgrim vs. the World,PG-13,Action,2010,"August 13, 2010 (United States)",7.5,394000.0,Edgar Wright,Michael Bacall,Michael Cera,United States,60000000.0,48917974.0,Universal Pictures,112.0
Grown Ups,PG-13,Comedy,2010,"June 25, 2010 (United States)",5.9,233000.0,Dennis Dugan,Adam Sandler,Adam Sandler,United States,80000000.0,271457301.0,Columbia Pictures,102.0
She's Out of My League,R,Comedy,2010,"March 12, 2010 (United States)",6.4,130000.0,Jim Field Smith,Sean Anders,Jay Baruchel,United States,20000000.0,49779728.0,Dreamworks Pictures,104.0
Kick-Ass,R,Action,2010,"April 16, 2010 (United States)",7.6,535000.0,Matthew Vaughn,Jane Goldman,Aaron Taylor-Johnson,United Kingdom,30000000.0,96188903.0,Marv Films,117.0
Black Swan,R,Drama,2010,"December 17, 2010 (United States)",8.0,716000.0,Darren Aronofsky,Mark Heyman,Natalie Portman,United States,13000000.0,329398046.0,Fox Searchlight Pictures,108.0
The Town,R,Crime,2010,"September 17, 2010 (United States)",7.5,363000.0,Ben Affleck,Peter Craig,Ben Affleck,United States,37000000.0,154026136.0,Warner Bros.,125.0
Harry Potter and the Deathly Hallows: Part 1,PG-13,Adventure,2010,"November 19, 2010 (United States)",7.7,495000.0,David Yates,Steve Kloves,Daniel Radcliffe,United Kingdom,,977043483.0,Warner Bros.,146.0
The Social Network,PG-13,Biography,2010,"October 1, 2010 (United States)",7.7,645000.0,David Fincher,Aaron Sorkin,Jesse Eisenberg,United States,40000000.0,224920375.0,Columbia Pictures,120.0
Robin Hood,PG-13,Action,2010,"May 14, 2010 (United States)",6.6,257000.0,Ridley Scott,Brian Helgeland,Russell Crowe,United States,200000000.0,321669741.0,Universal Pictures,140.0
Insidious,PG-13,Horror,2010,"April 1, 2011 (United States)",6.8,287000.0,James Wan,Leigh Whannell,Patrick Wilson,United States,1500000.0,99557032.0,FilmDistrict,103.0
Tangled,PG,Animation,2010,"November 24, 2010 (United States)",7.7,417000.0,Nathan Greno,Dan Fogelman,Mandy Moore,United States,260000000.0,592462816.0,Walt Disney Animation Studios,100.0
RED,PG-13,Action,2010,"October 15, 2010 (United States)",7.0,295000.0,Robert Schwentke,Jon Hoeber,Bruce Willis,United States,58000000.0,199006387.0,Summit Entertainment,111.0
The Last Airbender,PG,Action,2010,"July 1, 2010 (United States)",4.0,156000.0,M. Night Shyamalan,M. Night Shyamalan,Noah Ringer,United States,150000000.0,319713881.0,Paramount Pictures,103.0
How to Train Your Dragon,PG,Animation,2010,"March 26, 2010 (United States)",8.1,685000.0,Dean DeBlois,William Davies,Jay Baruchel,United States,165000000.0,494879471.0,DreamWorks Animation,98.0
Incendies,R,Drama,2010,"January 12, 2011 (France)",8.3,158000.0,Denis Villeneuve,Denis Villeneuve,Lubna Azabal,Canada,6800000.0,7099598.0,micro_scope,131.0
Alice in Wonderland,PG,Adventure,2010,"March 5, 2010 (United States)",6.4,392000.0,Tim Burton,Linda Woolverton,Mia Wasikowska,United States,200000000.0,1025468216.0,Walt Disney Pictures,108.0
Despicable Me,PG,Animation,2010,"July 9, 2010 (United States)",7.6,512000.0,Pierre Coffin,Cinco Paul,Steve Carell,United States,69000000.0,543113985.0,Universal Pictures,95.0
Love & Other Drugs,R,Comedy,2010,"November 24, 2010 (United States)",6.7,186000.0,Edward Zwick,Charles Randolph,Jake Gyllenhaal,United States,30000000.0,102820008.0,Fox 2000 Pictures,112.0
True Grit,PG-13,Drama,2010,"December 22, 2010 (United States)",7.6,319000.0,Ethan Coen,Joel Coen,Jeff Bridges,United States,38000000.0,252276927.0,Paramount Pictures,110.0
The Tourist,PG-13,Action,2010,"December 10, 2010 (United States)",6.0,230000.0,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,Johnny Depp,United States,100000000.0,278780441.0,GK Films,103.0
The Twilight Saga: Eclipse,PG-13,Action,2010,"June 30, 2010 (United States)",5.0,233000.0,David Slade,Melissa Rosenberg,Kristen Stewart,United States,68000000.0,698491347.0,Summit Entertainment,124.0
Percy Jackson & the Olympians: The Lightning Thief,PG,Adventure,2010,"February 12, 2010 (United States)",5.9,180000.0,Chris Columbus,Craig Titley,Logan Lerman,United Kingdom,95000000.0,226497209.0,Fox 2000 Pictures,118.0
Clash of the Titans,PG-13,Action,2010,"April 2, 2010 (United States)",5.8,274000.0,Louis Leterrier,Travis Beacham,Sam Worthington,United States,125000000.0,493214993.0,Warner Bros.,106.0
The Book of Eli,R,Action,2010,"January 15, 2010 (United States)",6.9,300000.0,Albert Hughes,Gary Whitta,Denzel Washington,United States,80000000.0,157107755.0,Alcon Entertainment,118.0
Blue Valentine,R,Drama,2010,"January 28, 2011 (United States)",7.3,188000.0,Derek Cianfrance,Derek Cianfrance,Ryan Gosling,United States,1000000.0,15440333.0,Incentive Filmed Entertainment,112.0
Knight and Day,PG-13,Action,2010,"June 23, 2010 (United States)",6.3,184000.0,James Mangold,Patrick O'Neill,Tom Cruise,United States,117000000.0,261989769.0,Twentieth Century Fox,109.0
127 Hours,R,Biography,2010,"January 28, 2011 (United States)",7.5,356000.0,Danny Boyle,Danny Boyle,James Franco,United States,18000000.0,60738797.0,Fox Searchlight Pictures,94.0
The Expendables,R,Action,2010,"August 13, 2010 (United States)",6.5,331000.0,Sylvester Stallone,Dave Callaham,Sylvester Stallone,United States,80000000.0,274470394.0,Millennium Films,103.0
The Other Guys,PG-13,Action,2010,"August 6, 2010 (United States)",6.6,249000.0,Adam McKay,Adam McKay,Will Ferrell,United States,100000000.0,170458922.0,Columbia Pictures,107.0
TRON: Legacy,PG,Action,2010,"December 17, 2010 (United States)",6.8,319000.0,Joseph Kosinski,Edward Kitsis,Jeff Bridges,United States,170000000.0,400063852.0,Walt Disney Pictures,125.0
Life as We Know It,PG-13,Comedy,2010,"October 8, 2010 (United States)",6.5,126000.0,Greg Berlanti,Ian Deitchman,Katherine Heigl,United States,38000000.0,105734416.0,Josephson Entertainment,114.0
I Saw the Devil,Not Rated,Action,2010,"August 12, 2010 (South Korea)",7.8,117000.0,Jee-woon Kim,Park Hoon-jung,Lee Byung-hun,South Korea,,12966357.0,Softbank Ventures,144.0
Toy Story 3,G,Animation,2010,"June 18, 2010 (United States)",8.2,776000.0,Lee Unkrich,John Lasseter,Tom Hanks,United States,200000000.0,1066970811.0,Walt Disney Pictures,103.0
The Next Three Days,PG-13,Action,2010,"November 19, 2010 (United States)",7.3,189000.0,Paul Haggis,Paul Haggis,Russell Crowe,United States,30000000.0,67448651.0,Lionsgate,133.0
Easy A,PG-13,Comedy,2010,"September 17, 2010 (United States)",7.0,368000.0,Will Gluck,Bert V. Royal,Emma Stone,United States,8000000.0,75026327.0,Screen Gems,92.0
The King's Speech,R,Biography,2010,"December 25, 2010 (United States)",8.0,651000.0,Tom Hooper,David Seidler,Colin Firth,United Kingdom,15000000.0,427374317.0,The Weinstein Company,118.0
The Fighter,R,Biography,2010,"December 17, 2010 (United States)",7.8,348000.0,David O. Russell,Scott Silver,Mark Wahlberg,United States,25000000.0,129190869.0,Closest to the Hole Productions,116.0
Machete,R,Action,2010,"September 3, 2010 (United States)",6.6,192000.0,Ethan Maniquis,Robert Rodriguez,Danny Trejo,United States,10500000.0,45491656.0,Overnight Films,105.0
Megamind,PG,Animation,2010,"November 5, 2010 (United States)",7.2,236000.0,Tom McGrath,Alan Schoolcraft,Will Ferrell,United States,130000000.0,321885765.0,DreamWorks Animation,95.0
Unstoppable,PG-13,Action,2010,"November 12, 2010 (United States)",6.8,189000.0,Tony Scott,Mark Bomback,Denzel Washington,United States,100000000.0,167805466.0,Twentieth Century Fox,98.0
The Karate Kid,PG,Action,2010,"June 11, 2010 (United States)",6.2,168000.0,Harald Zwart,Christopher Murphey,Jackie Chan,United States,40000000.0,359126022.0,Columbia Pictures,140.0
The A-Team,PG-13,Action,2010,"June 11, 2010 (United States)",6.7,250000.0,Joe Carnahan,Joe Carnahan,Liam Neeson,United States,110000000.0,177238796.0,Twentieth Century Fox,117.0
Hot Tub Time Machine,R,Comedy,2010,"March 26, 2010 (United States)",6.4,165000.0,Steve Pink,Josh Heald,John Cusack,United States,36000000.0,64780213.0,Metro-Goldwyn-Mayer (MGM),101.0
Prince of Persia: the Sands of Time,PG-13,Action,2010,"May 28, 2010 (United States)",6.6,277000.0,Mike Newell,Boaz Yakin,Jake Gyllenhaal,United States,200000000.0,336365676.0,Walt Disney Pictures,116.0
Never Let Me Go,R,Drama,2010,"October 15, 2010 (United States)",7.1,140000.0,Mark Romanek,Kazuo Ishiguro,Keira Knightley,United Kingdom,15000000.0,9918093.0,DNA Films,103.0
Predators,R,Action,2010,"July 9, 2010 (United States)",6.4,216000.0,Nimród Antal,Alex Litvak,Adrien Brody,United States,40000000.0,127233108.0,Twentieth Century Fox,107.0
Buried,R,Drama,2010,"October 15, 2010 (United States)",7.0,153000.0,Rodrigo Cortés,Chris Sparling,Ryan Reynolds,Spain,3000000.0,19439764.0,Audiovisual Aval SGR,95.0
